Entry	Entry Name	Gene Names	Length	EC number	Gene Ontology IDs
P76192	YDHV_ECOLI	ydhV b1673 JW5272	700	1.-.-.-	GO:0009055; GO:0016625; GO:0043546; GO:0046872; GO:0051536; GO:0051539
P76204	YDIV_ECOLI	ydiV cdgR b1707 JW1697	237		GO:1902201
P76224	YNJC_ECOLI	ynjC b1755 JW5285	511		GO:0005886; GO:0016020; GO:0043190; GO:0055052; GO:0055085
P76241	NIMR_ECOLI	nimR yeaM b1790 JW1779	273		GO:0003677; GO:0003700; GO:0006355; GO:0043565; GO:0045892
P76261	PDED_ECOLI	pdeD adrB yoaD b1815 JW1804	532	3.1.4.52	GO:0005886; GO:0006974; GO:0071111
P76268	KDGR_ECOLI	kdgR yebP b1827 JW1816	263		GO:0003677; GO:0003700; GO:0005829; GO:0045892
P76270	MSRC_ECOLI	msrC yebR b1832 JW1821	165	1.8.4.14	GO:0005829; GO:0033745; GO:0042803
P76273	RSMF_ECOLI	rsmF yebU b1835 JW5301	479	2.1.1.178	GO:0003723; GO:0005737; GO:0009383; GO:0070475
P76298	FLHA_ECOLI	flhA b1879 JW1868	692		GO:0005886; GO:0006935; GO:0009288; GO:0030254; GO:0030257; GO:0044780; GO:0071973; GO:0120102
P76299	FLHB_ECOLI	flhB yecQ b1880 JW1869	382		GO:0005886; GO:0006935; GO:0009288; GO:0030254; GO:0030257; GO:0044780; GO:0071973; GO:0120102
P76329	MPGP_ECOLI	yedP b1955 JW1938	271	3.1.3.70	GO:0000287; GO:0005829; GO:0016791; GO:0050531; GO:0051479
P76345	C56H1_ECOLI	yodB b1974 JW5323	176		GO:0005886; GO:0009055; GO:0020037; GO:0022904; GO:0046872
P76346	MTFA_ECOLI	mtfA yeeI b1976 JW1958	265		GO:0004177; GO:0005829; GO:0008237
P76372	WZZB_ECOLI	wzzB cld rol wzz b2027 JW5836	326		GO:0004713; GO:0005886; GO:0009103
P76393	YEGI_ECOLI	yegI b2070 JW2055	648	2.7.-.-	GO:0004672; GO:0005524; GO:0016310
P76446	PDEN_ECOLI	pdeN rtn b2176 JW2164	518	3.1.4.52	GO:0005886; GO:0071111
P76461	ATOB_ECOLI	atoB b2224 JW2218	394	2.3.1.9	GO:0003985; GO:0005737; GO:0032991; GO:0042802; GO:0043442
P76472	ARND_ECOLI	arnD pmrJ yfbH b2256 JW2250	296	3.5.1.n3	GO:0009103; GO:0009245; GO:0010041; GO:0016811; GO:0036108; GO:0046677
P76498	YFCO_ECOLI	yfcO b2332 JW2329	273		GO:0005829
P76499	YFCP_ECOLI	yfcP b2333 JW2330	179		GO:0007155; GO:0009289; GO:0043709
P76500	YFCQ_ECOLI	yfcQ b2334 JW2331	162		GO:0007155; GO:0009289; GO:0043709
P76501	YFCR_ECOLI	yfcR b2335 JW2332	170		GO:0007155; GO:0009289; GO:0043709
P76502	SIXA_ECOLI	sixA yfcW b2340 JW2337	161	3.1.3.-	GO:0005737; GO:0036211; GO:0070297; GO:0101006
P76506	MLAA_ECOLI	mlaA vacJ b2346 JW2343	251		GO:0009279; GO:0120010
P76540	EUTK_ECOLI	eutK yffI b2438 JW2431	166		GO:0005198; GO:0010165; GO:0031471; GO:0046336
P76542	INTZ_ECOLI	intZ b2442	402		GO:0003677; GO:0006310; GO:0015074; GO:0044826; GO:0046718; GO:0075713
P76551	EUTA_ECOLI	eutA yffT b2451 JW2435	467		GO:0030091; GO:0031469; GO:0046336
P76552	EUTH_ECOLI	eutH yffU b2452 JW2436	408		GO:0005886; GO:0034228; GO:0046336
P76555	EUTQ_ECOLI	eutQ ypfC b2460 JW2444	233	2.7.2.1	GO:0008776; GO:0016310; GO:0031469; GO:0046336
P76556	EUTP_ECOLI	eutP ypfD b2461 JW2445	159	2.7.2.1	GO:0005524; GO:0008776; GO:0016310; GO:0031469; GO:0046336
P76655	YQIG_ECOLI	yqiG b3046 JW5507	821		GO:0009279; GO:0009297; GO:0015473
P76909	YNJD_ECOLI	ynjD b1756 JW5286	217		GO:0005524; GO:0016020; GO:0016887; GO:0043190; GO:0055052; GO:0055085
P77156	YDCU_ECOLI	ydcU b1442 JW1437	313		GO:0005886; GO:0016020; GO:0055052; GO:0055085
P77170	PINQ_ECOLI	pinQ ydfL b1545 JW1538	196	3.1.22.-; 6.5.1.-	GO:0000150; GO:0003677; GO:0006310; GO:0015074; GO:0016787; GO:0016874
P77171	YDCI_ECOLI	ydcI b1422 JW5226	307		GO:0003677; GO:0003700; GO:0005829; GO:0006355; GO:0043565; GO:0045892
P77179	RSXE_ECOLI	rsxE rnfE ydgQ b1632 JW1624	231	7.-.-.-	GO:0005886; GO:0022900
P77183	PAOD_ECOLI	paoD yagQ b0283 JW0277	318		GO:0042803; GO:0043546
P77196	YFCU_ECOLI	yfcU yfcT b4661 JW2334/JW2335 b2337 b2338	881		GO:0009279; GO:0009297; GO:0015473
P77213	GCS2_ECOLI	ybdK b0581 JW0570	372	6.3.2.2	GO:0004357; GO:0005524; GO:0016879; GO:0042398; GO:0042803
P77223	RSXB_ECOLI	rsxB rnfB ydgM b1628 JW1620	192	7.-.-.-	GO:0005886; GO:0009055; GO:0046872; GO:0051539
P77228	YDFJ_ECOLI	ydfJ b1543 JW1536 b4600	427		GO:0005267; GO:0005886; GO:0015293
P77231	CITG_ECOLI	citG ybdT b0613 JW0605	292	2.4.2.52	GO:0005524; GO:0016310; GO:0046917; GO:0051191
P77249	SFMC_ECOLI	sfmC b0531 JW0520	230		GO:0030288; GO:0061077; GO:0071555
P77265	MDLA_ECOLI	mdlA mdl b0448 JW0438	590	7.6.2.2	GO:0005524; GO:0005886; GO:0008559; GO:0016020; GO:0016887; GO:0042626; GO:0046618; GO:0055085
P77268	DDPD_ECOLI	ddpD yddP b1484 JW1479	328		GO:0005524; GO:0015031; GO:0016020; GO:0016887; GO:0042938; GO:0055052
P77269	YPHF_ECOLI	yphF b2548 JW2532	327		GO:0016020; GO:0030246; GO:0030288; GO:0055052; GO:0055085
P77285	RSXG_ECOLI	rsxG rnfG ydgP b1631 JW1623	206	7.-.-.-	GO:0005886; GO:0009055; GO:0009279; GO:0010181
P77288	YFCV_ECOLI	yfcV b2339 JW2336	187		GO:0007155; GO:0009289; GO:0043709
P77293	GTRB_ECOLI	yfdH b2351 JW2347	306	2.4.1.-	GO:0005886; GO:0016757
P77308	DDPB_ECOLI	ddpB yddR b1486 JW1481	340		GO:0005886; GO:0015031; GO:0016020; GO:0042938; GO:0055052; GO:0071916
P77315	YPHD_ECOLI	yphD b2546 JW2530	332		GO:0005886; GO:0016020; GO:0022857; GO:0043190; GO:0055052; GO:0055085
P77318	YDEN_ECOLI	ydeN b1498 JW5243	560	3.1.6.-	GO:0004065; GO:0030288; GO:0046872
P77319	HSCC_ECOLI	hscC ybeW b0650 JW0645	556		GO:0005524; GO:0005829; GO:0016887; GO:0031072; GO:0042026; GO:0044183; GO:0051085; GO:0140662
P77329	HYFG_ECOLI	hyfG b2487 JW2472	555	1.-.-.-	GO:0006007; GO:0008137; GO:0009061; GO:0009326; GO:0015944; GO:0016020; GO:0016151; GO:0019645; GO:0048038; GO:0051287; GO:0051539; GO:0051540
P77365	YAFY_ECOLI	yafY b0251 JW0240	147		GO:0005886
P77368	YBCL_ECOLI	ybcL b0545 JW0533	183		GO:0030288
P77375	YDHX_ECOLI	ydhX b1671 JW5271	222		GO:0030288; GO:0046872; GO:0051539
P77390	CITC_ECOLI	citC ybeO b0618 JW0610	352	6.2.1.22	GO:0005524; GO:0008771; GO:0009058; GO:0016747
P77400	YBAT_ECOLI	ybaT b0486 JW0475	430		GO:0005886; GO:0006865; GO:0009268; GO:0022857; GO:1990169
P77416	HYFD_ECOLI	hyfD b2484 JW2469	479	1.-.-.-	GO:0003954; GO:0005886; GO:0006007; GO:0008137; GO:0009061; GO:0009326; GO:0015944; GO:0015990; GO:0016020; GO:0019645; GO:0042773
P77432	LSRK_ECOLI	lsrK ydeV b1511 JW1504	530	2.7.1.189	GO:0005737; GO:0005975; GO:0009372; GO:0016310; GO:0044010; GO:0071518
P77437	HYFF_ECOLI	hyfF b2486 JW2471	526	1.-.-.-	GO:0005886; GO:0006007; GO:0006974; GO:0009061; GO:0009326; GO:0015944; GO:0016020; GO:0016491; GO:0019645
P77445	EUTE_ECOLI	eutE yffX b2455 JW2439	467	1.2.1.10	GO:0004029; GO:0008774; GO:0031469; GO:0046336
P77463	DDPC_ECOLI	ddpC yddQ b1485 JW1480	298		GO:0005886; GO:0015031; GO:0016020; GO:0042938; GO:0055052; GO:0071916
P77468	SFMD_ECOLI	sfmD b0532 JW0521	867		GO:0009279; GO:0009297; GO:0015473
P77473	PDEB_ECOLI	pdeB ylaB b0457 JW5062	516	3.1.4.52	GO:0005886; GO:0071111
P77481	YCJV_ECOLI	ycjV ymjB b4524 JW1311/JW5203 b1318	360		GO:0005524; GO:0008643; GO:0016020; GO:0016887; GO:0055052; GO:0055085; GO:0140359
P77494	HOKB_ECOLI	hokB ydcB b4428 JW5225	49		GO:0005886; GO:0022611
P77509	YPHE_ECOLI	yphE b2547 JW2531	503		GO:0005524; GO:0016020; GO:0016887; GO:0043190; GO:0055052; GO:0055085
P77549	YFCJ_ECOLI	yfcJ b2322 JW2319	392		GO:0005886; GO:0022857
P77561	YDEP_ECOLI	ydeP b1501 JW1495	759		GO:0008863; GO:0010447; GO:0030151; GO:0043546; GO:0051539
P77579	PTFC1_ECOLI	fryC ypdG b2386 JW2383	415		GO:0005886; GO:0008982; GO:0009401; GO:0090563
P77596	YAGF_ECOLI	yagF b0269 JW0262	655	4.2.1.82	GO:0005829; GO:0016836; GO:0046176; GO:0050401
P77599	YFCS_ECOLI	yfcS b2336 JW2333	250		GO:0030288; GO:0061077; GO:0071555
P77611	RSXC_ECOLI	rsxC rnfC ydgN b1629 JW1621	740	7.-.-.-	GO:0005886; GO:0009055; GO:0046872; GO:0051539
P77622	DDPF_ECOLI	ddpF yddO b1483 JW1478	308		GO:0005524; GO:0015031; GO:0016020; GO:0016887; GO:0042938; GO:0055052
P77672	LSRC_ECOLI	lsrC ydeY b1514 JW1507	342		GO:0005886; GO:0009372; GO:0016020; GO:0022857; GO:0055052; GO:1905887
P77682	GTRA_ECOLI	yfdG b2350 JW2346	120		GO:0000271; GO:0005886; GO:0006783; GO:0008883; GO:0050661
P77689	SUFD_ECOLI	sufD ynhC b1681 JW1671	423		GO:0006979; GO:0016226; GO:1990229
P77692	YKFI_ECOLI	ykfI b0245 JW0234	113		GO:0030308
P77716	YCJP_ECOLI	ycjP b1312 JW1305	280		GO:0005886; GO:0016020; GO:0055052; GO:0055085
P77735	YAJO_ECOLI	yajO b0419 JW0409	324	1.1.-.-	GO:0005829; GO:0006772; GO:0016491
P77737	OPPF_ECOLI	oppF b1247 JW1239	334		GO:0005524; GO:0005886; GO:0015031; GO:0016020; GO:0016887; GO:0055052; GO:0140205; GO:0140207
P77744	ABGR_ECOLI	abgR b1339 JW1333	302		GO:0000976; GO:0003700; GO:0006355
P77756	QUEC_ECOLI	queC ybaX b0444 JW0434	231	6.3.4.20	GO:0005524; GO:0008270; GO:0008616; GO:0016879
P77768	RPNB_ECOLI	rpnB yfcI b2305 JW2302	296	3.1.21.-	GO:0006310; GO:1990238
P77795	YDCT_ECOLI	ydcT b1441 JW1436	337		GO:0005524; GO:0016020; GO:0016887; GO:0022857; GO:0055052; GO:0055085
P77804	YDGA_ECOLI	ydgA b1614 JW1606	502		GO:0005886; GO:0042802; GO:0042803; GO:0071978
P77858	HYFC_ECOLI	hyfC b2483 JW2468	315	1.-.-.-	GO:0005886; GO:0006007; GO:0006974; GO:0009061; GO:0009326; GO:0015944; GO:0016020; GO:0016491; GO:0019645
P78067	YNJE_ECOLI	ynjE b1757 JW5287	435	2.8.1.1	GO:0004792; GO:0016783; GO:0042597
Q46798	YGER_ECOLI	ygeR b2865 JW2833	251		GO:0004222; GO:0005886; GO:0009279; GO:0032153
Q46801	XDHC_ECOLI	xdhC ygeU b2868 JW2836	159		GO:0002197; GO:0005737; GO:0006166; GO:0009114; GO:0016491; GO:0046872; GO:0051537
Q46802	UACR_ECOLI	uacR ygeV b2869 JW2837	592		GO:0005524; GO:0006355; GO:0016887; GO:0019628; GO:0043565
Q46803	YGEW_ECOLI	ygeW b2870 JW5463	396	2.1.3.-	GO:0004585; GO:0016597; GO:0019240; GO:0042450
Q46811	YGFK_ECOLI	ygfK b2878 JW5923	1032		GO:0005506; GO:0016491; GO:0051539
Q46814	XDHD_ECOLI	xdhD ygfN b2881 JW2849	956	1.-.-.-	GO:0005506; GO:0006144; GO:0006166; GO:0016491; GO:0051537
Q46820	UACF_ECOLI	uacF ygfT b2887 JW5469	639		GO:0016491; GO:0019628; GO:0046872; GO:0051539
Q46824	YGFX_ECOLI	ygfX cptA b2896 JW2864	135		GO:0005886; GO:0008360
Q46836	PPPA_ECOLI	pppA yghH b2972 JW2939	269		GO:0004175; GO:0004190; GO:0005886; GO:0006465
Q46863	YGIS_ECOLI	ygiS b3020 JW2988	535		GO:0015721; GO:0015833; GO:0030288; GO:0043190; GO:1904680
Q46888	LTND_ECOLI	ltnD ygbJ b2736 JW2706	302	1.1.1.411	GO:0005975; GO:0016054; GO:0016616; GO:0050661; GO:0051287
Q46889	OTNK_ECOLI	otnK ygbK b2737 JW2707	388	2.7.1.217	GO:0005524; GO:0005975; GO:0016301; GO:0016310
Q46890	OTNC_ECOLI	otnC ygbL b2738 JW2708	212	4.1.1.104	GO:0005829; GO:0016832; GO:0019323; GO:0046872
Q46891	OTNI_ECOLI	otnI ygbM b2739 JW2709	258	5.3.1.35	GO:0005975; GO:0008903; GO:0046487; GO:0046872
Q46908	YGCR_ECOLI	ygcR b2770 JW5441	259		GO:0009055
Q46911	YGCU_ECOLI	ygcU ygcT ygcV b4463 JW5442	484	1.-.-.-	GO:0004458; GO:0005777; GO:0008609; GO:0008610; GO:0008720; GO:0050660; GO:0071949; GO:1903457
Q46915	GUDX_ECOLI	gudX ygcY b2788 JW2759	446	4.2.1.-	GO:0009063; GO:0016829; GO:0044248; GO:0046872
Q46939	YQEF_ECOLI	yqeF b2844 JW5453	393	2.3.1.9	GO:0003985; GO:0003988; GO:0005737; GO:0071271
Q46953	YPJF_ECOLI	ypjF b2646 JW2627	109		
Q47005	NAC_ECOLI	nac b1988 JW1967	305		GO:0003677; GO:0003700; GO:0042128; GO:0045892; GO:0045893; GO:2000142
Q47013	ELAD_ECOLI	elaD b2269 JW5840	403	3.4.22.-	GO:0006508; GO:0008234; GO:0016929
Q47083	CBL_ECOLI	cbl b1987 JW1966	316		GO:0000976; GO:0003700; GO:0006355; GO:0019344; GO:0045883
Q47129	FEAR_ECOLI	feaR maoB maoR ydbM b1384 JW1379	301		GO:0000987; GO:0003700; GO:0045893
Q47142	HCAT_ECOLI	hcaT yfhS b2536 JW2520	379		GO:0005886; GO:0015528; GO:0030395; GO:0071702
Q47156	YAFN_ECOLI	yafN b0232 JW0222	97		GO:0003677; GO:0006281; GO:0006355; GO:0006974; GO:0009432; GO:0040008; GO:0110001
Q47208	FDRA_ECOLI	fdrA ylbD b0518 JW0506	555		GO:0004775; GO:0004776; GO:0005829; GO:0005886; GO:0006099; GO:0009361; GO:0071973
Q47538	TAUB_ECOLI	tauB ssiB yaiQ b0366 JW0358	255	7.6.2.7	GO:0005524; GO:0010438; GO:0016020; GO:0016887; GO:0055052
Q47539	TAUC_ECOLI	tauC ssiC yaiJ b0367 JW0359	275		GO:0005886; GO:0010438; GO:0016020; GO:0055052; GO:0055085
Q47622	SAPA_ECOLI	sapA b1294 JW1287	547		GO:0015833; GO:0016020; GO:0030288; GO:0055052; GO:1904680
Q47679	YAFV_ECOLI	yafV b0219 JW5019	256	3.5.1.3	GO:0006807; GO:0050152; GO:0106008
Q47689	MMUP_ECOLI	mmuP ykfD b0260 JW5027	467		GO:0000100; GO:0003333; GO:0005886; GO:0009086; GO:0015171; GO:0015806
Q47706	UIDC_ECOLI	uidC gusC b1615 JW1607	421		GO:0006811; GO:0008643; GO:0009279; GO:0015288; GO:0046930
Q57083	PERR_ECOLI	perR b0254 JW0244	297		GO:0003700; GO:0006351; GO:0042802; GO:0043565
Q6BEX0	YTFR_ECOLI	ytfR ytfS b4485 JW5752	500	7.5.2.9	GO:0005524; GO:0016887; GO:0055052; GO:0103116; GO:0140271
A0A385XJ53	INSA9_ECOLI	insA9 b4709	91		GO:0006313
A0A385XJE6	INH21_ECOLI	insH21 b4711	326		GO:0003677; GO:0004803; GO:0006313
A0A385XJL4	INSB9_ECOLI	insB9 b4710	167		GO:0003677; GO:0004803; GO:0006313
A5A605	YKFM_ECOLI	ykfM b4586	159		GO:0006974; GO:0016020; GO:0046677
A5A615	YNCL_ECOLI	yncL b4598 JW1439.1	31		GO:0005886
A5A624	DINQ_ECOLI	dinQ b4613	27		GO:0005886; GO:0006974; GO:0016020
A5A628	YJBT_ECOLI	yjbT b4620	92		
A5A630	YTCA_ECOLI	ytcA b4622	91		GO:0005886
A8DYP9	LPFUR_ECOLI	uof b4637	28		GO:0006417
C1P5Z7	SGRT_ECOLI	sgrT b4662 JW0068.1	43		GO:0004857; GO:0009401; GO:0046325
C1P5Z8	YKGR_ECOLI	ykgR b4671 JW5035.1	33		GO:0005886
C1P601	RZOQ_ECOLI	rzoQ b4689 JW1545.1	84		GO:0005886
C1P602	YOAK_ECOLI	yoaK b4676 JW5292.1	32		GO:0005886
C1P603	YOAJ_ECOLI	yoaJ b4675 JW5292.2	24		GO:0005886
C1P605	AZUC_ECOLI	azuC b4663 JW1891.1	28		GO:0005886; GO:0008047
C1P608	IBSB_ECOLI	ibsB b4668 JW2058.2	18		
C1P609	YOHP_ECOLI	yohP b4679 JW5358.1	27		GO:0005886
C1P610	YPDK_ECOLI	ypdK b4680 JW2375.1	23		GO:0005886; GO:0016020
C1P611	SHOB_ECOLI	shoB ryfB yphI b4687 JW2546.1	26		GO:0012501; GO:0016020
E2JKY7	LPMG_ECOLI	mgtL b4702 JW4200.1	17		GO:0031556; GO:0032026
G3MTW7	PMRR_ECOLI	pmrR b4703 JW4072.1	29		GO:0004857; GO:0005886
O32528	YPDI_ECOLI	ypdI b2376 JW2373	91		GO:0005886; GO:0009242
P03061	LPIV_ECOLI	ivbL b3672 JW3647	32		GO:0009099
P03835	INSG_ECOLI	insG b4278 JW5767	442		GO:0003677; GO:0004803; GO:0006313
P03841	MALM_ECOLI	malM molA b4037 JW3997	306		GO:0008643; GO:0030288
P04846	NLPA_ECOLI	nlpA b3661 JW3635	272		GO:0005886
P06965	DICC_ECOLI	dicC b1569 JW1561	76		GO:0003677; GO:0006355; GO:0007049; GO:0051301
P07021	YFIB_ECOLI	yfiB b2605 JW2586	160		GO:0005886
P08245	YCIH_ECOLI	yciH b1282 JW1274	108		GO:0001731; GO:0002188; GO:0003729; GO:0003743; GO:0043024
P08369	CRED_ECOLI	creD cet b4400 JW4363	450		GO:0005886
P08371	PPDB_ECOLI	ppdB ygdC b2825 JW5451	187		GO:0015628; GO:0016020
P08372	PPDC_ECOLI	ppdC ygdA b2823 JW2791	107		GO:0016020
P08390	USG_ECOLI	usg b2319 JW2316	337		GO:0005829; GO:0008652; GO:0016620; GO:0046983; GO:0051287
P09127	HEMX_ECOLI	hemX b3803 JW3775	393		GO:0005886
P09153	TFAE_ECOLI	tfaE ycfA b1156 JW1142	200		
P09162	YJAA_ECOLI	yjaA b4011 JW3971	127		GO:0044011; GO:0070301; GO:0071468
P09557	DICB_ECOLI	dicB b1575 JW1566	62		GO:0007049; GO:0051301; GO:0051302; GO:0051782
P0A6N8	EFPL_ECOLI	yeiP b2171 JW5362	190		GO:0003746; GO:0005737; GO:0005829
P0A772	NRDI_ECOLI	nrdI ygaO b2674 JW2649	136		GO:0010181; GO:0036211
P0A7C8	PSIE_ECOLI	psiE yjbA b4030 JW3990	136		GO:0005886; GO:0016036
P0A8A0	YEBC_ECOLI	yebC b1864 JW1853	246		GO:0003677; GO:0005829; GO:0006355; GO:0010212
P0A8A2	YEEN_ECOLI	yeeN b1983 JW1964	238		GO:0003677; GO:0005829; GO:0006355
P0A8B2	YFCN_ECOLI	yfcN b2331 JW2328	183		GO:0004521; GO:0072344
P0A8C1	YBJQ_ECOLI	ybjQ b0866 JW0850	107		GO:0005886
P0A8C4	YGFB_ECOLI	ygfB b2909 JW5473	192		GO:0005829
P0A8D3	YAII_ECOLI	yaiI b0387 JW0378	152		
P0A8D9	YFBV_ECOLI	yfbV b2295 JW2292	151		GO:0005886; GO:2001251
P0A8E1	YCFP_ECOLI	ycfP b1108 JW5158	180		GO:0005829
P0A8J4	YBED_ECOLI	ybeD b0631 JW0626	87		GO:0005829; GO:0034605
P0A8K8	YIHY_ECOLI	yihY b3886 JW3857 b2268	290		GO:0005886
P0A8M6	YEEX_ECOLI	yeeX b2007 JW1989	109		GO:0005829; GO:0051286; GO:1903066
P0A8R7	YCJF_ECOLI	ycjF b1322 JW1315	353		GO:0005886
P0A8T5	FLIE_ECOLI	fliE fla AI flaN b1937 JW1921	104		GO:0003774; GO:0005198; GO:0006935; GO:0009288; GO:0009425; GO:0030694; GO:0071973
P0A8U2	YAFD_ECOLI	yafD b0209 JW5017	266		GO:0003824; GO:0005737
P0A8W5	YQGE_ECOLI	yqgE b2948 JW2915	187		GO:0005829
P0A8W8	YFBU_ECOLI	yfbU b2294 JW2291	164		GO:0005829; GO:0006974; GO:0042802
P0A8X0	YJGA_ECOLI	yjgA b4234 JW4193	183		GO:0005829; GO:0043023
P0A8X2	YCEI_ECOLI	yceI b1056 JW1043	191		GO:0042597
P0A8Z7	YQIA_ECOLI	yqiA yzzI b3031 JW2999	193	3.1.-.-	GO:0016788; GO:0052689
P0A905	SLYB_ECOLI	slyB b1641 JW1633	155		GO:0009279
P0A976	CSPF_ECOLI	cspF b1558 JW1550	70		GO:0003676; GO:0003677; GO:0005829; GO:0010468
P0A978	CSPG_ECOLI	cspG cspI b0990 JW0974	70		GO:0003676; GO:0003677; GO:0005829; GO:0009409; GO:0010468
P0A982	CSPH_ECOLI	cspH cspK b0989 JW5134	70		GO:0003676; GO:0003677; GO:0005829; GO:0010468
P0A986	CSPI_ECOLI	cspI cspJ b1552 JW1544	70		GO:0003676; GO:0003677; GO:0005829; GO:0009409; GO:0010468
P0A9A2	FTNB_ECOLI	ftnB yecI b1902 JW1890	167		GO:0004322; GO:0005737; GO:0005829; GO:0006880; GO:0008198; GO:0008199
P0A9K1	PHOH_ECOLI	phoH psiH b1020 JW1005	354		GO:0005524; GO:0005829
P0A9K3	PHOL_ECOLI	ybeZ b0660 JW0657	346		GO:0005524; GO:0005829
P0A9R2	ESSD_ECOLI	essD ybcR b0554 JW0543	71		GO:0044659; GO:0140911
P0A9T6	YBAQ_ECOLI	ybaQ b0483 JW0472	113		GO:0003677
P0A9T8	YBBA_ECOLI	ybbA b0495 JW0484	228		GO:0005524; GO:0016887
P0A9U3	YBIT_ECOLI	ybiT b0820 JW0804	530		GO:0005524; GO:0016887
P0A9U8	YDIO_ECOLI	ydiO b1695 JW5275	383	1.3.-.-	GO:0003995; GO:0005737; GO:0033539; GO:0050660; GO:0071271
P0A9V5	YIAG_ECOLI	yiaG b3555 JW3524	96		GO:0003677
P0A9W9	YRDA_ECOLI	yrdA b3279 JW5710	184		GO:0005829; GO:0008270; GO:0032991; GO:0042802
P0AA31	YEDF_ECOLI	yedF b1930 JW1915	77		GO:0006974
P0AA49	YFDV_ECOLI	yfdV b2372 JW2369	314		GO:0005886; GO:0055085
P0AA70	YEDA_ECOLI	yedA b1959 JW1942	306		GO:0005886; GO:0009636
P0AA73	YHBE_ECOLI	yhbE b3184 JW3151	321		GO:0005886
P0AA91	YEAY_ECOLI	yeaY b1806 JW1795	193		GO:0005886; GO:0019867
P0AAA1	YAGU_ECOLI	yagU b0287 JW0281	204		GO:0005886; GO:0010447
P0AAA3	ECPA_ECOLI	ecpA matB yagZ b0293 JW0287	195		GO:0009289
P0AAA5	YMCE_ECOLI	ymcE sfa b0991 JW0975	76		GO:0005886
P0AAC4	YBHL_ECOLI	ybhL b0786 JW0769	234		GO:0005886
P0AAE5	ARCD_ECOLI	ydgI b1605 JW1597	460		GO:0005886; GO:0006865; GO:0015297
P0AAK4	HYDN_ECOLI	hydN b2713 JW2683	175		GO:0009055; GO:0046872; GO:0051539
P0AAL6	YDHY_ECOLI	ydhY b1674 JW1664	208		GO:0046872; GO:0051539
P0AAN1	HYBE_ECOLI	hybE b2992 JW2960	162		GO:0051604; GO:0070678
P0AAP5	IPRA_ECOLI	iprA yaiV b0375 JW0366	207		GO:0006979
P0AAP7	YAIY_ECOLI	yaiY b0379 JW0370	102		GO:0005886
P0AAQ0	YAIZ_ECOLI	yaiZ b0380 JW5053	70		GO:0005886
P0AAQ2	YAJD_ECOLI	yajD b0410 JW0400	115	3.1.-.-	GO:0003676; GO:0004519; GO:0005829; GO:0008270
P0AAR5	YBAN_ECOLI	ybaN b0468 JW0457	125		GO:0005886
P0AAR8	YBAV_ECOLI	ybaV b0442 JW0432	123		GO:0003677; GO:0006281; GO:0015627; GO:0015628; GO:0030288
P0AAS0	YLAC_ECOLI	ylaC b0458 JW5063	156		GO:0005886
P0AAS3	YBBJ_ECOLI	ybbJ b0488 JW5065	152		GO:0005886
P0AAU7	YBFE_ECOLI	ybfE b0685 JW5816	97		GO:0006355; GO:0006974
P0AAV0	YBGE_ECOLI	ybgE b0735 JW0725	97		
P0AAW5	YBHQ_ECOLI	ybhQ b0791 JW0774	136		GO:0005886
P0AAX3	YBIJ_ECOLI	ybiJ b0802 JW0787	86		GO:0006974; GO:0042597
P0AAY1	BSSR_ECOLI	bssR yliH b0836 JW0820	127		GO:0010468; GO:1900190
P0AAZ0	YBJO_ECOLI	ybjO b0858 JW0842	162		GO:0005886
P0AB06	YCBK_ECOLI	ycbK b0926 JW0909	182		GO:0004175; GO:0009254; GO:0030288
P0AB12	YCCF_ECOLI	yccF b0961 JW0944	148		GO:0005886
P0AB14	YCCJ_ECOLI	yccJ b1003 JW0988	75		GO:0005829
P0AB26	YCEB_ECOLI	yceB b1063 JW1050	186		GO:0005886
P0AB35	YCFJ_ECOLI	ycfJ b1110 JW1096	179		GO:0019867; GO:1900190
P0AB49	YCHH_ECOLI	ychH b1205 JW1196	92		GO:0044011; GO:0070301; GO:0071276
P0AB52	YCHN_ECOLI	ychN b1219 JW1210	117		GO:0005829; GO:0032991; GO:0042802
P0AB55	YCII_ECOLI	yciI b1251 JW1243	98		GO:0005829
P0ABR1	DINI_ECOLI	dinI b1061 JW1048	81		GO:0006281; GO:0009432; GO:0019899
P0ABY2	FLIT_ECOLI	fliT b1926 JW1911	121		GO:0005829; GO:0006457; GO:0044781; GO:0071973; GO:1902209
P0ABY4	FLAW_ECOLI	fldB b2895 JW2863	173		GO:0009055; GO:0010181
P0AC73	EBGC_ECOLI	ebgC b3077 JW3048	149		GO:0005829
P0ACG6	HOKD_ECOLI	hokD relF b1562 JW1554	51		GO:0005886; GO:0016020
P0ACH1	SFSB_ECOLI	sfsB nlp sfs7 b3188 JW3155	92		GO:0003677
P0ACI0	ROB_ECOLI	rob b4396 JW4359	289		GO:0003700; GO:0005829; GO:0043565
P0ACI3	XYLR_ECOLI	xylR b3569 JW3541	392		GO:0000976; GO:0003700; GO:0006355
P0ACL2	EXUR_ECOLI	exuR b3094 JW3065	258		GO:0003677; GO:0003700; GO:0045892
P0ACM2	RSPR_ECOLI	rspR ydfH b1540 JW1533	228		GO:0003677; GO:0003700
P0ACM5	YEGW_ECOLI	yegW b2101 JW2088	248		GO:0003677; GO:0003700; GO:0045892
P0ACM9	YIHL_ECOLI	yihL b3872 JW3843	236		GO:0003677; GO:0003700; GO:0045892
